station_id,state,city,station_name,timestamp,pm2_5,pm10,no,no2,nox,nh3,so2,co,ozone,benzene,toluene,temp,humidity,wind_speed,wind_direction,rainfall,solar_radiation,barometric_pressure
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 08:15:00+00:00,161.0,294.0,53.8,48.4,69.5,12.9,4.3,1.5,14.6,1.9,5.0,11.0,80.0,1.0,91.0,0.0,112.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 08:30:00+00:00,161.0,294.0,53.6,37.0,63.4,16.4,0.6,1.4,15.2,2.0,4.7,11.0,80.0,0.7,71.0,0.0,163.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 08:45:00+00:00,157.0,263.0,9.8,32.1,25.1,16.1,2.3,1.43,16.1,1.9,4.3,10.9,80.0,0.5,27.0,0.0,158.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 09:00:00+00:00,157.0,263.0,21.6,45.2,41.9,16.9,0.7,1.45,15.3,1.9,4.0,10.9,80.0,0.3,22.0,0.0,249.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 09:15:00+00:00,157.0,263.0,81.0,45.5,90.0,18.2,0.2,1.52,15.4,2.0,3.9,11.1,79.0,0.3,73.0,0.0,300.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 09:30:00+00:00,157.0,263.0,60.3,54.9,78.1,14.9,0.6,1.49,15.7,2.0,3.7,11.2,78.0,0.5,33.0,0.0,316.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 09:45:00+00:00,178.0,670.0,67.9,59.6,86.9,17.5,1.2,1.56,15.4,2.1,3.2,11.2,77.0,0.6,18.0,0.0,330.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 10:00:00+00:00,178.0,670.0,15.3,37.5,32.4,18.9,1.4,1.49,16.2,2.1,3.1,11.2,77.0,0.8,30.0,0.0,336.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 10:15:00+00:00,178.0,670.0,22.6,39.0,39.1,27.7,0.2,1.59,15.8,2.2,3.7,11.4,76.0,1.2,40.0,0.0,342.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 10:30:00+00:00,178.0,670.0,64.2,50.0,78.7,27.7,0.23333333333333334,1.94,16.0,2.2,3.5,11.6,75.0,0.4,60.0,0.0,351.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 10:45:00+00:00,163.0,241.0,49.5,57.1,70.8,24.4,0.26666666666666666,1.74,16.5,2.0,3.8,12.0,73.0,0.3,37.0,0.0,356.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 11:00:00+00:00,163.0,241.0,75.8,59.8,93.4,20.5,0.3,1.82,16.0,2.2,4.1,12.2,72.0,0.3,29.0,0.0,353.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 11:15:00+00:00,163.0,241.0,79.3,65.5,99.4,21.5,1.4,1.91,15.3,2.2,4.4,12.5,70.0,0.3,82.0,0.0,358.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 11:30:00+00:00,163.0,241.0,50.6,62.5,74.4,17.0,1.7,1.66,16.5,2.3,5.2,12.8,69.0,0.5,49.0,0.0,366.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 11:45:00+00:00,183.0,278.0,16.5,49.1,39.5,22.8,0.9,1.61,17.7,2.1,5.4,13.0,67.0,0.7,86.0,0.0,370.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 12:00:00+00:00,183.0,278.0,16.8,54.3,42.5,19.9,0.8,1.69,19.7,2.3,5.2,13.2,66.0,0.3,68.0,0.0,374.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 12:15:00+00:00,183.0,278.0,40.6,75.5,73.2,13.1,0.1,1.87,19.0,2.4,5.4,13.5,65.0,0.4,128.0,0.0,365.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 12:30:00+00:00,183.0,278.0,14.8,52.6,40.0,21.2,2.3,1.84,19.9,2.5,5.8,13.6,64.0,0.7,86.0,0.0,371.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 12:45:00+00:00,210.0,313.0,20.1,59.0,47.8,19.6,2.3666666666666667,1.85,22.1,2.6,6.3,13.7,64.0,0.3,85.0,0.0,371.0,741.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 13:00:00+00:00,210.0,313.0,37.8,65.0,65.3,17.3,2.433333333333333,1.82,22.9,2.7,7.2,14.1,63.0,0.3,30.0,0.0,370.0,741.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 13:15:00+00:00,210.0,313.0,77.0,92.6,111.8,16.6,2.5,2.02,23.9,2.9,7.3,14.3,61.0,0.3,95.0,0.0,366.0,741.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 13:30:00+00:00,210.0,313.0,20.7,72.3,55.3,23.3,4.1,1.83,23.8,2.6,7.5,14.4,61.0,0.3,70.0,0.0,364.0,741.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 13:45:00+00:00,226.0,350.0,68.5,101.4,109.8,13.1,2.9,1.88,22.8,2.6,7.7,14.5,61.0,0.3,53.0,0.0,363.0,741.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 14:00:00+00:00,226.0,350.0,71.5,101.7,112.2,17.4,5.0,2.06,20.4,2.9,8.1,14.4,61.0,0.9,68.0,0.0,360.0,741.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 14:15:00+00:00,226.0,350.0,54.6,92.4,93.7,12.3,3.3,2.02,21.1,2.9,8.6,14.1,62.0,0.7,89.0,0.0,361.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 14:30:00+00:00,226.0,350.0,30.7,72.5,63.6,14.1,5.4,1.74,24.2,3.2,9.8,13.9,63.0,0.3,122.0,0.0,358.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 14:45:00+00:00,232.0,409.0,34.7,67.5,65.2,14.3,5.1,1.68,24.7,3.4,11.0,13.8,64.0,0.5,121.0,0.0,355.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 15:00:00+00:00,232.0,409.0,47.8,86.6,85.2,11.2,5.7,1.67,22.7,3.3,11.0,13.7,65.0,0.9,99.0,0.0,352.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 15:15:00+00:00,232.0,409.0,26.5,61.6,54.3,14.7,4.3,1.55,22.9,2.8,10.3,13.6,65.0,0.9,100.0,0.0,348.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 15:30:00+00:00,232.0,409.0,35.0,66.2,63.4,12.3,4.3,1.5,22.6,3.0,10.7,13.3,66.0,0.5,84.0,0.0,344.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 15:45:00+00:00,193.0,371.0,58.4,61.9,79.7,14.3,2.6,1.55,22.5,2.6,11.5,13.1,67.0,0.7,109.0,0.0,338.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 16:00:00+00:00,193.0,371.0,25.0,66.0,55.4,15.6,5.2,1.53,20.4,2.5,15.8,12.9,68.0,0.5,110.0,0.0,325.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 16:15:00+00:00,193.0,371.0,22.0,54.4,46.8,17.9,2.7,1.49,20.5,2.5,21.7,12.7,70.0,0.6,92.0,0.0,313.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 16:30:00+00:00,193.0,371.0,51.6,87.7,88.6,2.3,1.8,1.49,18.6,2.4,23.9,12.5,71.0,0.5,98.0,0.0,281.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 16:45:00+00:00,192.0,346.0,33.9,60.6,59.8,16.5,5.625,1.51,19.4,2.2,22.8,12.3,72.0,0.5,46.0,0.0,201.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 17:00:00+00:00,192.0,346.0,50.3,55.4,70.3,20.3,9.450000000000001,1.58,16.4,2.2,20.2,12.1,73.0,0.3,56.0,0.0,116.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 17:15:00+00:00,192.0,346.0,60.0,51.5,76.2,21.6,13.275000000000002,1.59,16.7,2.0,17.4,11.9,74.0,0.3,70.0,0.0,52.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 17:30:00+00:00,192.0,346.0,66.2,61.2,86.3,19.2,17.1,1.74,15.2,2.2,17.3,11.7,75.0,0.5,61.0,0.0,16.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 17:45:00+00:00,197.0,321.0,47.9,60.3,71.0,20.1,20.2,1.66,15.2,2.3,17.0,11.7,76.0,0.5,74.0,0.0,7.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 18:00:00+00:00,197.0,321.0,51.2,60.6,73.6,19.9,21.3,1.67,15.1,2.4,16.2,11.7,76.0,0.3,74.0,0.0,5.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 18:15:00+00:00,197.0,321.0,93.5,57.5,106.7,25.5,21.1,1.69,14.7,2.5,14.6,11.5,76.0,0.3,62.0,0.0,5.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 18:30:00+00:00,197.0,321.0,34.0,57.2,58.1,27.1,21.2,1.58,14.6,2.2,13.3,11.4,76.0,0.5,56.0,0.0,5.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 18:45:00+00:00,196.0,307.0,40.3,52.1,60.5,28.4,19.8,1.66,14.9,2.3,12.6,11.4,76.0,0.5,98.0,0.0,5.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 19:00:00+00:00,196.0,307.0,17.2,59.1,45.4,24.1,20.4,1.59,15.2,2.2,12.8,11.3,76.0,0.4,33.0,0.0,5.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 19:15:00+00:00,196.0,307.0,28.7,55.5,52.9,19.4,20.9,1.61,15.2,2.2,11.8,11.2,77.0,0.3,24.0,0.0,5.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 19:30:00+00:00,196.0,307.0,50.4,62.1,74.0,21.4,21.7,1.59,14.8,2.3,11.0,11.1,77.0,0.3,135.0,0.0,5.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 19:45:00+00:00,238.0,371.0,52.3,60.8,74.8,23.2,21.8,1.65,14.3,2.3,11.3,11.1,78.0,0.3,83.0,0.0,5.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 20:00:00+00:00,238.0,371.0,50.2,60.7,73.1,21.1,20.4,1.64,15.0,2.1,9.9,11.0,78.0,0.3,53.0,0.0,5.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 20:15:00+00:00,238.0,371.0,50.3,75.6,81.0,18.1,20.8,1.59,14.4,2.1,8.9,11.0,79.0,0.4,35.0,0.0,5.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 20:30:00+00:00,238.0,371.0,31.3,68.5,61.8,20.4,23.7,1.57,14.3,2.2,8.0,11.0,79.0,0.3,18.0,0.0,5.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 20:45:00+00:00,291.0,487.0,25.0,59.8,52.1,21.3,23.3,1.53,14.3,2.3,7.6,11.0,79.0,0.3,14.0,0.0,5.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 21:00:00+00:00,291.0,487.0,30.35,62.4,57.8,20.65,24.35,1.5899999999999999,14.45,2.4,7.699999999999999,11.05,79.0,0.3,15.0,0.0,5.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 21:15:00+00:00,291.0,487.0,35.7,65.0,63.5,20.0,25.4,1.65,14.6,2.5,7.8,11.1,79.0,0.3,16.0,0.0,5.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 21:30:00+00:00,291.0,487.0,25.8,70.4,58.4,18.1,28.0,1.61,14.5,2.6,7.8,11.0,79.0,0.3,31.0,0.0,5.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 21:45:00+00:00,307.0,514.5,31.6,76.8,66.5,18.8,28.2,1.63,14.2,2.6,8.0,11.1,79.0,0.3,33.0,0.0,5.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 22:00:00+00:00,307.0,542.0,58.6,68.3,83.8,15.9,26.7,1.72,14.1,2.6,8.9,11.2,78.0,0.3,44.0,0.0,5.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 22:15:00+00:00,307.0,542.0,31.7,64.9,60.3,13.7,29.4,1.59,14.6,2.6,9.5,11.2,78.0,0.3,44.0,0.0,5.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 22:30:00+00:00,307.0,542.0,27.7,64.6,56.8,14.8,32.9,1.59,14.5,2.5,10.5,11.2,77.0,0.3,79.0,0.0,5.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 22:45:00+00:00,324.0,542.0,28.0,69.6,59.8,16.6,33.5,1.53,14.5,2.8,11.8,11.2,77.0,0.3,47.0,0.0,5.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 23:00:00+00:00,324.0,542.0,33.7,69.6,64.4,15.0,34.4,1.56,14.2,2.7,12.5,11.2,77.0,0.3,97.0,0.0,5.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 23:15:00+00:00,324.0,542.0,42.3,66.7,69.8,14.4,33.5,1.59,14.0,2.9,12.4,11.2,77.0,0.3,94.0,0.0,5.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 23:30:00+00:00,324.0,542.0,22.6,62.0,51.3,16.1,34.3,1.6,14.8,2.7,12.7,11.2,76.0,0.3,48.0,0.0,5.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-01 23:45:00+00:00,314.0,516.0,22.9,60.6,51.349999999999994,18.6,28.549999999999997,1.6,14.7,2.6500000000000004,12.5,11.1,76.0,0.3,62.5,0.0,5.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-02 00:00:00+00:00,304.0,490.0,23.2,59.2,51.4,21.1,22.8,1.6,14.6,2.6,12.3,11.0,76.0,0.3,77.0,0.0,5.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-02 00:15:00+00:00,304.0,490.0,7.0,63.0,39.2,18.9,13.3,1.45,14.3,2.5,12.1,11.0,76.0,0.3,142.0,0.0,5.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-02 00:30:00+00:00,304.0,490.0,6.2,63.8,39.0,19.5,13.0,1.49,14.4,2.3,11.8,10.9,76.0,0.4,88.0,0.0,5.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-02 00:45:00+00:00,287.0,425.0,12.0,66.5,45.1,18.0,13.5,1.43,15.1,2.2,11.3,10.9,76.0,0.3,52.0,0.0,5.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-02 01:00:00+00:00,287.0,425.0,15.0,65.1,46.8,16.1,16.7,1.41,14.9,2.1,10.5,10.8,76.0,0.3,86.0,0.0,5.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-02 01:15:00+00:00,287.0,425.0,8.6,70.6,44.5,19.9,17.6,1.4,14.8,2.1,9.3,10.8,76.0,0.3,118.0,0.0,5.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-02 01:30:00+00:00,287.0,425.0,11.3,59.9,41.0,21.8,21.2,1.4,14.3,2.4,8.6,10.8,77.0,0.3,89.0,0.0,5.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-02 01:45:00+00:00,279.0,417.0,10.0,61.3,40.7,21.5,20.7,1.39,14.6,2.3,7.8,10.7,76.0,0.3,130.0,0.0,5.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-02 02:00:00+00:00,279.0,417.0,13.5,56.6,41.1,23.5,18.8,1.39,14.5,2.2,7.3,10.6,77.0,0.6,41.0,0.0,5.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-02 02:15:00+00:00,279.0,417.0,8.8,54.4,36.1,27.4,13.6,1.5,14.7,2.3,6.9,10.6,77.0,0.4,53.0,0.0,5.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-02 02:30:00+00:00,279.0,417.0,15.7,50.1,39.4,30.3,11.6,1.51,14.7,2.2,6.5,10.6,77.0,0.3,141.0,0.0,5.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-02 02:45:00+00:00,266.0,343.0,4.1,55.5,32.8,28.8,6.7,1.47,15.0,2.1,6.0,10.6,77.0,0.3,40.0,0.0,5.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-02 03:00:00+00:00,266.0,343.0,12.0,52.9,38.2,24.6,3.0,1.47,15.0,1.9,5.6,10.6,77.0,0.3,61.0,0.0,5.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-02 03:15:00+00:00,266.0,343.0,16.3,57.1,43.6,24.6,4.7,1.43,14.8,1.9,4.9,10.6,77.0,0.3,11.0,0.0,5.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-02 03:30:00+00:00,266.0,343.0,6.0,43.8,28.2,24.8,3.2,1.44,14.6,1.9,4.9,10.6,77.0,0.3,64.0,0.0,5.0,742.0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-02 03:45:00+00:00,241.0,320.0,13.5,46.3,35.6,23.5,4.5,1.51,14.9,1.8,4.5,10.6,77.0,0.3,56.0,0.0,5.0,742.0
